,Target,Date,Tweet Ago,Compound,Positive,Negative,Neutral,Text,Source
9,nytimes,2017-12-01 17:06:37,10,-0.7351,0.0,0.256,0.744,"Breaking News: Michael Flynn pleaded guilty to lying to the FBI and is cooperating with the Russia inquiry, bringin… https://t.co/NfnJUfwaKH","<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>"
10,nytimes,2017-12-01 17:03:30,11,0.0,0.0,0.0,1.0,Read Michael Flynn's statement https://t.co/BdpebgLyX9,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>"
11,nytimes,2017-12-01 16:45:12,12,-0.5267,0.0,0.207,0.793,"Republicans say the $1.5 trillion tax bill pays for itself, but experts disagree https://t.co/kOCK3gRrS3","<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>"
12,nytimes,2017-12-01 16:30:13,13,-0.7351,0.0,0.279,0.721,Michael Flynn pleaded guilty to lying to the FBI about a conversation with the Russian ambassador last December https://t.co/uqeOdhvPf8,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>"
13,nytimes,2017-12-01 16:15:02,14,0.34,0.191,0.089,0.72,What share of people with your income would see a tax cut or increase? Choose an income group to see. https://t.co/OAYzgDMDav,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>"
14,nytimes,2017-12-01 16:00:17,15,0.0,0.0,0.0,1.0,Here are the ways that the Senate tax plan differs from the House-passed legislation https://t.co/U5bIB9dVXB,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>"
15,nytimes,2017-12-01 15:45:14,16,0.0,0.0,0.0,1.0,Senate leaders say they have 50 votes needed to pass the tax bill https://t.co/3SmqOiU94X,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>"
16,nytimes,2017-12-01 15:31:08,17,0.3818,0.133,0.0,0.867,"Elon Musk has turned on the world's biggest battery, capable of powering 30,000 homes in South Australia https://t.co/QSwmmPvyBx","<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>"
17,nytimes,2017-12-01 15:15:12,18,0.4767,0.154,0.0,0.846,"Trump pressed Senate Republicans over the summer to end the Intelligence Committee's Russia inquiry ""as quickly as… https://t.co/8HmdKThMFN","<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>"
18,nytimes,2017-12-01 15:11:38,19,-0.2732,0.0,0.1,0.9,"Here's our Nov. 23 article that reported Michael Flynn had cut off ties with President Trump’s lawyers, a sign that… https://t.co/dDJPznIUmq","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>"
19,nytimes,2017-12-01 15:10:37,20,-0.2732,0.0,0.259,0.741,See the charges against Michael Flynn https://t.co/cLSK3zkDI5,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>"
20,nytimes,2017-12-01 19:00:21,21,-0.7269,0.0,0.289,0.711,"Around the U.S., many fast-growing metropolitan areas are facing a brutal shortage of affordable places to live https://t.co/mM62Qwy5c1","<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>"
21,nytimes,2017-12-01 18:45:10,22,-0.5423,0.0,0.212,0.788,"As a national conversation about harassment moves forward, journalistic gatekeepers are under the glare https://t.co/kMZ4V9d2cH","<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>"
22,nytimes,2017-12-01 18:30:03,23,-0.1531,0.0,0.096,0.904,Senate Republicans made major last-minute changes to their bill that brought wavering senators on board https://t.co/4wqC8ma3VO,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>"
23,nytimes,2017-12-01 18:15:13,24,-0.34,0.0,0.13,0.87,"Secretary of State Rex Tillerson called reports that the White House wants him to resign “laughable"" https://t.co/WdO2QWkDR1","<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>"
24,nytimes,2017-12-01 18:00:15,25,-0.3182,0.0,0.108,0.892,A steady voice of moderation will be lost if Trump replaces Rex Tillerson at the State Department with Mike Pompeo https://t.co/7LAOymxynV,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>"
25,nytimes,2017-12-01 17:50:04,26,-0.8555,0.0,0.344,0.656,A war criminal’s apparent suicide in court leaves a tribunal with one last mystery: How did he do it? https://t.co/iVgzqUIoqi,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>"
26,nytimes,2017-12-01 17:40:14,27,-0.4019,0.081,0.153,0.766,"RT @NYTObits: Vincent Scully, whose writings on architecture had a decisive influence in the 20th century, has died at 97 https://t.co/VwXB…","<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>"
27,nytimes,2017-12-01 17:30:34,28,-0.3818,0.085,0.176,0.739,"The police badly mishandled an August white supremacist rally in Charlottesville, Virginia, a review found https://t.co/LFdV2KTtyo","<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>"
28,nytimes,2017-12-01 17:16:10,29,0.4019,0.137,0.0,0.863,"“We have the votes,” Mitch McConnell said of the GOP tax bill, promising a Senate vote later today https://t.co/qIJorR6G7K","<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>"
29,nytimes,2017-12-01 17:06:37,30,-0.7351,0.0,0.256,0.744,"Breaking News: Michael Flynn pleaded guilty to lying to the FBI and is cooperating with the Russia inquiry, bringin… https://t.co/NfnJUfwaKH","<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>"
30,nytimes,2017-12-01 17:03:30,31,0.0,0.0,0.0,1.0,Read Michael Flynn's statement https://t.co/BdpebgLyX9,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>"
31,nytimes,2017-12-01 16:45:12,32,-0.5267,0.0,0.207,0.793,"Republicans say the $1.5 trillion tax bill pays for itself, but experts disagree https://t.co/kOCK3gRrS3","<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>"
32,nytimes,2017-12-01 16:30:13,33,-0.7351,0.0,0.279,0.721,Michael Flynn pleaded guilty to lying to the FBI about a conversation with the Russian ambassador last December https://t.co/uqeOdhvPf8,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>"
33,nytimes,2017-12-01 16:15:02,34,0.34,0.191,0.089,0.72,What share of people with your income would see a tax cut or increase? Choose an income group to see. https://t.co/OAYzgDMDav,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>"
34,nytimes,2017-12-01 16:00:17,35,0.0,0.0,0.0,1.0,Here are the ways that the Senate tax plan differs from the House-passed legislation https://t.co/U5bIB9dVXB,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>"
35,nytimes,2017-12-01 15:45:14,36,0.0,0.0,0.0,1.0,Senate leaders say they have 50 votes needed to pass the tax bill https://t.co/3SmqOiU94X,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>"
36,nytimes,2017-12-01 15:31:08,37,0.3818,0.133,0.0,0.867,"Elon Musk has turned on the world's biggest battery, capable of powering 30,000 homes in South Australia https://t.co/QSwmmPvyBx","<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>"
37,nytimes,2017-12-01 15:15:12,38,0.4767,0.154,0.0,0.846,"Trump pressed Senate Republicans over the summer to end the Intelligence Committee's Russia inquiry ""as quickly as… https://t.co/8HmdKThMFN","<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>"
38,nytimes,2017-12-01 15:11:38,39,-0.2732,0.0,0.1,0.9,"Here's our Nov. 23 article that reported Michael Flynn had cut off ties with President Trump’s lawyers, a sign that… https://t.co/dDJPznIUmq","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>"
39,nytimes,2017-12-01 15:10:37,40,-0.2732,0.0,0.259,0.741,See the charges against Michael Flynn https://t.co/cLSK3zkDI5,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>"
40,nytimes,2017-12-01 19:00:21,41,-0.7269,0.0,0.289,0.711,"Around the U.S., many fast-growing metropolitan areas are facing a brutal shortage of affordable places to live https://t.co/mM62Qwy5c1","<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>"
41,nytimes,2017-12-01 18:45:10,42,-0.5423,0.0,0.212,0.788,"As a national conversation about harassment moves forward, journalistic gatekeepers are under the glare https://t.co/kMZ4V9d2cH","<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>"
42,nytimes,2017-12-01 18:30:03,43,-0.1531,0.0,0.096,0.904,Senate Republicans made major last-minute changes to their bill that brought wavering senators on board https://t.co/4wqC8ma3VO,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>"
43,nytimes,2017-12-01 18:15:13,44,-0.34,0.0,0.13,0.87,"Secretary of State Rex Tillerson called reports that the White House wants him to resign “laughable"" https://t.co/WdO2QWkDR1","<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>"
44,nytimes,2017-12-01 18:00:15,45,-0.3182,0.0,0.108,0.892,A steady voice of moderation will be lost if Trump replaces Rex Tillerson at the State Department with Mike Pompeo https://t.co/7LAOymxynV,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>"
45,nytimes,2017-12-01 17:50:04,46,-0.8555,0.0,0.344,0.656,A war criminal’s apparent suicide in court leaves a tribunal with one last mystery: How did he do it? https://t.co/iVgzqUIoqi,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>"
46,nytimes,2017-12-01 17:40:14,47,-0.4019,0.081,0.153,0.766,"RT @NYTObits: Vincent Scully, whose writings on architecture had a decisive influence in the 20th century, has died at 97 https://t.co/VwXB…","<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>"
47,nytimes,2017-12-01 17:30:34,48,-0.3818,0.085,0.176,0.739,"The police badly mishandled an August white supremacist rally in Charlottesville, Virginia, a review found https://t.co/LFdV2KTtyo","<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>"
48,nytimes,2017-12-01 17:16:10,49,0.4019,0.137,0.0,0.863,"“We have the votes,” Mitch McConnell said of the GOP tax bill, promising a Senate vote later today https://t.co/qIJorR6G7K","<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>"
49,nytimes,2017-12-01 17:06:37,50,-0.7351,0.0,0.256,0.744,"Breaking News: Michael Flynn pleaded guilty to lying to the FBI and is cooperating with the Russia inquiry, bringin… https://t.co/NfnJUfwaKH","<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>"
50,nytimes,2017-12-01 17:03:30,51,0.0,0.0,0.0,1.0,Read Michael Flynn's statement https://t.co/BdpebgLyX9,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>"
51,nytimes,2017-12-01 16:45:12,52,-0.5267,0.0,0.207,0.793,"Republicans say the $1.5 trillion tax bill pays for itself, but experts disagree https://t.co/kOCK3gRrS3","<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>"
52,nytimes,2017-12-01 16:30:13,53,-0.7351,0.0,0.279,0.721,Michael Flynn pleaded guilty to lying to the FBI about a conversation with the Russian ambassador last December https://t.co/uqeOdhvPf8,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>"
53,nytimes,2017-12-01 16:15:02,54,0.34,0.191,0.089,0.72,What share of people with your income would see a tax cut or increase? Choose an income group to see. https://t.co/OAYzgDMDav,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>"
54,nytimes,2017-12-01 16:00:17,55,0.0,0.0,0.0,1.0,Here are the ways that the Senate tax plan differs from the House-passed legislation https://t.co/U5bIB9dVXB,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>"
55,nytimes,2017-12-01 15:45:14,56,0.0,0.0,0.0,1.0,Senate leaders say they have 50 votes needed to pass the tax bill https://t.co/3SmqOiU94X,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>"
56,nytimes,2017-12-01 15:31:08,57,0.3818,0.133,0.0,0.867,"Elon Musk has turned on the world's biggest battery, capable of powering 30,000 homes in South Australia https://t.co/QSwmmPvyBx","<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>"
57,nytimes,2017-12-01 15:15:12,58,0.4767,0.154,0.0,0.846,"Trump pressed Senate Republicans over the summer to end the Intelligence Committee's Russia inquiry ""as quickly as… https://t.co/8HmdKThMFN","<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>"
58,nytimes,2017-12-01 15:11:38,59,-0.2732,0.0,0.1,0.9,"Here's our Nov. 23 article that reported Michael Flynn had cut off ties with President Trump’s lawyers, a sign that… https://t.co/dDJPznIUmq","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>"
59,nytimes,2017-12-01 15:10:37,60,-0.2732,0.0,0.259,0.741,See the charges against Michael Flynn https://t.co/cLSK3zkDI5,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>"
60,nytimes,2017-12-01 19:00:21,61,-0.7269,0.0,0.289,0.711,"Around the U.S., many fast-growing metropolitan areas are facing a brutal shortage of affordable places to live https://t.co/mM62Qwy5c1","<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>"
61,nytimes,2017-12-01 18:45:10,62,-0.5423,0.0,0.212,0.788,"As a national conversation about harassment moves forward, journalistic gatekeepers are under the glare https://t.co/kMZ4V9d2cH","<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>"
62,nytimes,2017-12-01 18:30:03,63,-0.1531,0.0,0.096,0.904,Senate Republicans made major last-minute changes to their bill that brought wavering senators on board https://t.co/4wqC8ma3VO,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>"
63,nytimes,2017-12-01 18:15:13,64,-0.34,0.0,0.13,0.87,"Secretary of State Rex Tillerson called reports that the White House wants him to resign “laughable"" https://t.co/WdO2QWkDR1","<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>"
64,nytimes,2017-12-01 18:00:15,65,-0.3182,0.0,0.108,0.892,A steady voice of moderation will be lost if Trump replaces Rex Tillerson at the State Department with Mike Pompeo https://t.co/7LAOymxynV,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>"
65,nytimes,2017-12-01 17:50:04,66,-0.8555,0.0,0.344,0.656,A war criminal’s apparent suicide in court leaves a tribunal with one last mystery: How did he do it? https://t.co/iVgzqUIoqi,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>"
66,nytimes,2017-12-01 17:40:14,67,-0.4019,0.081,0.153,0.766,"RT @NYTObits: Vincent Scully, whose writings on architecture had a decisive influence in the 20th century, has died at 97 https://t.co/VwXB…","<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>"
67,nytimes,2017-12-01 17:30:34,68,-0.3818,0.085,0.176,0.739,"The police badly mishandled an August white supremacist rally in Charlottesville, Virginia, a review found https://t.co/LFdV2KTtyo","<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>"
68,nytimes,2017-12-01 17:16:10,69,0.4019,0.137,0.0,0.863,"“We have the votes,” Mitch McConnell said of the GOP tax bill, promising a Senate vote later today https://t.co/qIJorR6G7K","<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>"
69,nytimes,2017-12-01 17:06:37,70,-0.7351,0.0,0.256,0.744,"Breaking News: Michael Flynn pleaded guilty to lying to the FBI and is cooperating with the Russia inquiry, bringin… https://t.co/NfnJUfwaKH","<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>"
70,nytimes,2017-12-01 17:03:30,71,0.0,0.0,0.0,1.0,Read Michael Flynn's statement https://t.co/BdpebgLyX9,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>"
71,nytimes,2017-12-01 16:45:12,72,-0.5267,0.0,0.207,0.793,"Republicans say the $1.5 trillion tax bill pays for itself, but experts disagree https://t.co/kOCK3gRrS3","<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>"
72,nytimes,2017-12-01 16:30:13,73,-0.7351,0.0,0.279,0.721,Michael Flynn pleaded guilty to lying to the FBI about a conversation with the Russian ambassador last December https://t.co/uqeOdhvPf8,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>"
73,nytimes,2017-12-01 16:15:02,74,0.34,0.191,0.089,0.72,What share of people with your income would see a tax cut or increase? Choose an income group to see. https://t.co/OAYzgDMDav,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>"
74,nytimes,2017-12-01 16:00:17,75,0.0,0.0,0.0,1.0,Here are the ways that the Senate tax plan differs from the House-passed legislation https://t.co/U5bIB9dVXB,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>"
75,nytimes,2017-12-01 15:45:14,76,0.0,0.0,0.0,1.0,Senate leaders say they have 50 votes needed to pass the tax bill https://t.co/3SmqOiU94X,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>"
76,nytimes,2017-12-01 15:31:08,77,0.3818,0.133,0.0,0.867,"Elon Musk has turned on the world's biggest battery, capable of powering 30,000 homes in South Australia https://t.co/QSwmmPvyBx","<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>"
77,nytimes,2017-12-01 15:15:12,78,0.4767,0.154,0.0,0.846,"Trump pressed Senate Republicans over the summer to end the Intelligence Committee's Russia inquiry ""as quickly as… https://t.co/8HmdKThMFN","<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>"
78,nytimes,2017-12-01 15:11:38,79,-0.2732,0.0,0.1,0.9,"Here's our Nov. 23 article that reported Michael Flynn had cut off ties with President Trump’s lawyers, a sign that… https://t.co/dDJPznIUmq","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>"
79,nytimes,2017-12-01 15:10:37,80,-0.2732,0.0,0.259,0.741,See the charges against Michael Flynn https://t.co/cLSK3zkDI5,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>"
80,nytimes,2017-12-01 19:00:21,81,-0.7269,0.0,0.289,0.711,"Around the U.S., many fast-growing metropolitan areas are facing a brutal shortage of affordable places to live https://t.co/mM62Qwy5c1","<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>"
81,nytimes,2017-12-01 18:45:10,82,-0.5423,0.0,0.212,0.788,"As a national conversation about harassment moves forward, journalistic gatekeepers are under the glare https://t.co/kMZ4V9d2cH","<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>"
82,nytimes,2017-12-01 18:30:03,83,-0.1531,0.0,0.096,0.904,Senate Republicans made major last-minute changes to their bill that brought wavering senators on board https://t.co/4wqC8ma3VO,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>"
83,nytimes,2017-12-01 18:15:13,84,-0.34,0.0,0.13,0.87,"Secretary of State Rex Tillerson called reports that the White House wants him to resign “laughable"" https://t.co/WdO2QWkDR1","<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>"
84,nytimes,2017-12-01 18:00:15,85,-0.3182,0.0,0.108,0.892,A steady voice of moderation will be lost if Trump replaces Rex Tillerson at the State Department with Mike Pompeo https://t.co/7LAOymxynV,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>"
85,nytimes,2017-12-01 17:50:04,86,-0.8555,0.0,0.344,0.656,A war criminal’s apparent suicide in court leaves a tribunal with one last mystery: How did he do it? https://t.co/iVgzqUIoqi,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>"
86,nytimes,2017-12-01 17:40:14,87,-0.4019,0.081,0.153,0.766,"RT @NYTObits: Vincent Scully, whose writings on architecture had a decisive influence in the 20th century, has died at 97 https://t.co/VwXB…","<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>"
87,nytimes,2017-12-01 17:30:34,88,-0.3818,0.085,0.176,0.739,"The police badly mishandled an August white supremacist rally in Charlottesville, Virginia, a review found https://t.co/LFdV2KTtyo","<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>"
88,nytimes,2017-12-01 17:16:10,89,0.4019,0.137,0.0,0.863,"“We have the votes,” Mitch McConnell said of the GOP tax bill, promising a Senate vote later today https://t.co/qIJorR6G7K","<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>"
89,nytimes,2017-12-01 17:06:37,90,-0.7351,0.0,0.256,0.744,"Breaking News: Michael Flynn pleaded guilty to lying to the FBI and is cooperating with the Russia inquiry, bringin… https://t.co/NfnJUfwaKH","<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>"
90,nytimes,2017-12-01 17:03:30,91,0.0,0.0,0.0,1.0,Read Michael Flynn's statement https://t.co/BdpebgLyX9,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>"
91,nytimes,2017-12-01 16:45:12,92,-0.5267,0.0,0.207,0.793,"Republicans say the $1.5 trillion tax bill pays for itself, but experts disagree https://t.co/kOCK3gRrS3","<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>"
92,nytimes,2017-12-01 16:30:13,93,-0.7351,0.0,0.279,0.721,Michael Flynn pleaded guilty to lying to the FBI about a conversation with the Russian ambassador last December https://t.co/uqeOdhvPf8,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>"
93,nytimes,2017-12-01 16:15:02,94,0.34,0.191,0.089,0.72,What share of people with your income would see a tax cut or increase? Choose an income group to see. https://t.co/OAYzgDMDav,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>"
94,nytimes,2017-12-01 16:00:17,95,0.0,0.0,0.0,1.0,Here are the ways that the Senate tax plan differs from the House-passed legislation https://t.co/U5bIB9dVXB,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>"
95,nytimes,2017-12-01 15:45:14,96,0.0,0.0,0.0,1.0,Senate leaders say they have 50 votes needed to pass the tax bill https://t.co/3SmqOiU94X,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>"
96,nytimes,2017-12-01 15:31:08,97,0.3818,0.133,0.0,0.867,"Elon Musk has turned on the world's biggest battery, capable of powering 30,000 homes in South Australia https://t.co/QSwmmPvyBx","<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>"
97,nytimes,2017-12-01 15:15:12,98,0.4767,0.154,0.0,0.846,"Trump pressed Senate Republicans over the summer to end the Intelligence Committee's Russia inquiry ""as quickly as… https://t.co/8HmdKThMFN","<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>"
98,nytimes,2017-12-01 15:11:38,99,-0.2732,0.0,0.1,0.9,"Here's our Nov. 23 article that reported Michael Flynn had cut off ties with President Trump’s lawyers, a sign that… https://t.co/dDJPznIUmq","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>"
99,nytimes,2017-12-01 15:10:37,100,-0.2732,0.0,0.259,0.741,See the charges against Michael Flynn https://t.co/cLSK3zkDI5,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>"
